,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,symbol
489,159848.SZ,证券ETF基金,国联安基金,国泰君安,股票型,20210209,,20210312,20210128,,2.5318,0.5,0.05,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20210312,20210312,E,159848.SZ#FD
490,159849.SZ,生物科技ETF招商,招商基金,中国银河,股票型,20210208,,20210302,20210120,,2.2737,0.5,0.1,,1.0,0.1,,中证生物科技主题指数收益率,L,被动指数型,契约型开放式,,20210302,20210302,E,159849.SZ#FD
491,517000.SH,沪港深500ETF,银华基金,招商银行,股票型,20210204,,20210305,20210118,,14.8279,0.5,0.1,,1.0,0.1,,中证沪港深500指数收益率,L,被动指数型,契约型开放式,,20210305,20210305,E,517000.SH#FD
492,159857.SZ,光伏ETF,天弘基金,中信建投证券,股票型,20210204,,20210224,20210125,,4.1652,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20210224,20210224,E,159857.SZ#FD
493,517300.SH,沪港深300ETF,国寿安保基金,招商银行,股票型,20210204,,20210224,20210125,,39.3643,0.5,0.1,,1.0,0.1,,中证沪港深300指数,L,被动指数型,契约型开放式,,20210224,20210224,E,517300.SH#FD
494,515230.SH,软件ETF,国泰基金,平安银行,股票型,20210203,,20210302,20210125,,4.4969,0.5,0.1,,1.0,0.1,,中证全指软件指数收益率,L,被动指数型,契约型开放式,,20210302,20210302,E,515230.SH#FD
495,516080.SH,创新药ETF易方达,易方达基金,中国银行,股票型,20210203,,20210223,20210120,,5.6155,0.15,0.05,,1.0,0.1,,中证创新药产业指数收益率,L,被动指数型,契约型开放式,,20210223,20210223,E,516080.SH#FD
496,516660.SH,新能源车ETF华安,华安基金,中国农业银行,股票型,20210203,,20210226,20210111,,5.7169,0.5,0.1,,1.0,0.1,,中证新能源汽车指数收益率,L,被动指数型,契约型开放式,,20210226,20210226,E,516660.SH#FD
497,159839.SZ,生物药ETF,汇添富基金,招商银行,股票型,20210201,,20210222,20210118,,4.7274,0.5,0.1,,1.0,0.1,,国证生物医药指数收益率,L,被动指数型,契约型开放式,,20210222,20210222,E,159839.SZ#FD
498,517080.SH,沪港深500ETF基金,汇添富基金,中国工商银行,股票型,20210201,,20210222,20210120,,10.8917,0.15,0.05,,1.0,0.1,,中证沪港深500指数收益率,L,被动指数型,契约型开放式,,20210222,20210222,E,517080.SH#FD
499,159850.SZ,恒生国企ETF,华夏基金,招商银行,股票型,20210201,,20210219,20210125,,11.1471,0.5,0.15,,1.0,0.1,,恒生中国企业指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20210219,20210219,E,159850.SZ#FD
500,516800.SH,智能制造ETF,华宝基金,中国工商银行,股票型,20210129,,20210219,20210111,,8.5515,0.5,0.1,,1.0,0.1,,中证智能制造主题指数收益率,L,被动指数型,契约型开放式,,20210219,20210219,E,516800.SH#FD
501,159852.SZ,软件ETF,嘉实基金,中国银行,股票型,20210129,,20210209,20210125,,5.6862,0.5,0.1,,1.0,0.1,,中证软件服务指数收益率,L,被动指数型,契约型开放式,,20210209,20210209,E,159852.SZ#FD
502,159841.SZ,证券ETF,天弘基金,国泰君安,股票型,20210128,,20210209,20210118,,3.7184,0.5,0.1,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20210209,20210209,E,159841.SZ#FD
503,513330.SH,恒生互联网ETF,华夏基金,中国建设银行,股票型,20210126,,20210208,20210118,,75.5548,0.5,0.15,,1.0,0.1,,恒生互联网科技业指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20210208,20210208,E,513330.SH#FD
504,517050.SH,互联网50ETF,华泰柏瑞基金,中信建投证券,股票型,20210125,,20210208,20210119,,14.3161,0.5,0.1,,1.0,0.1,,中证沪港深互联网指数收益率,L,被动指数型,契约型开放式,,20210208,20210208,E,517050.SH#FD
505,517200.SH,互联网ETF,嘉实基金,中国建设银行,股票型,20210125,,20210208,20210119,,3.0978,0.5,0.1,,1.0,0.1,,中证沪港深互联网指数,L,被动指数型,契约型开放式,,20210208,20210208,E,517200.SH#FD
506,159843.SZ,食品饮料ETF,招商基金,申万宏源证券,股票型,20210125,,20210205,20210106,,7.0196,0.5,0.1,,1.0,0.1,,国证食品饮料行业指数收益率,L,被动指数型,契约型开放式,,20210205,20210205,E,159843.SZ#FD
507,516160.SH,新能源ETF,南方基金,中国农业银行,股票型,20210122,,20210204,20210114,,20.388,0.15,0.05,,1.0,0.1,,中证新能源指数收益率,L,被动指数型,契约型开放式,,20210204,20210204,E,516160.SH#FD
508,159856.SZ,互联网龙头ETF,工银瑞信基金,国信证券,股票型,20210122,,20210201,20210119,,7.4137,0.45,0.07,,1.0,0.1,,中证沪港深互联网指数收益率,L,被动指数型,契约型开放式,,20210201,20210201,E,159856.SZ#FD
509,515910.SH,质量ETF,中金基金,招商证券,股票型,20210121,,20210226,20201225,,5.2451,0.3,0.05,,1.0,0.1,,MSCI中国A股国际质量指数收益率,L,被动指数型,契约型开放式,,20210226,20210226,E,515910.SH#FD
510,516050.SH,科技龙头ETF,工银瑞信基金,中信证券,股票型,20210121,,20210205,20210104,,12.2423,0.45,0.07,,1.0,0.1,,中证科技龙头指数收益率,L,被动指数型,契约型开放式,,20210205,20210205,E,516050.SH#FD
511,159837.SZ,生物科技ETF,易方达基金,中国建设银行,股票型,20210114,,20210127,20201228,,28.1415,0.15,0.05,,1.0,0.1,,中证生物科技主题指数收益率,L,被动指数型,契约型开放式,,20210127,20210127,E,159837.SZ#FD
512,163418.SZ,兴全合兴LOF,兴证全球基金,兴业银行,混合型,20210112,,20210415,20210106,,79.2003,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,20230112,20230112,E,163418.SZ#FD
513,515400.SH,大数据ETF,富国基金,中信证券,股票型,20210107,,20210120,20201201,,5.3063,0.5,0.1,,1.0,0.1,,中证大数据产业指数收益率,L,被动指数型,契约型开放式,,20210120,20210120,E,515400.SH#FD
514,516880.SH,光伏50ETF,银华基金,招商银行,股票型,20210105,,20210118,20201229,,19.9994,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20210118,20210118,E,516880.SH#FD
515,515920.SH,智能消费ETF,博时基金,申万宏源证券,股票型,20201230,,20210120,20201214,,8.8641,0.5,0.1,,1.0,0.1,,中证智能消费主题指数,L,被动指数型,契约型开放式,,20210120,20210120,E,515920.SH#FD
516,513550.SH,港股通50ETF,华泰柏瑞基金,招商银行,股票型,20201230,,20210113,20201222,,6.3899,0.5,0.1,,1.0,0.1,,中证港股通50指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20210113,20210113,E,513550.SH#FD
517,515170.SH,食品饮料ETF,华夏基金,中国银行,股票型,20201230,,20210113,20201214,,21.0926,0.5,0.1,,1.0,0.1,,中证细分食品饮料产业主题指数收益率,L,被动指数型,契约型开放式,,20210113,20210113,E,515170.SH#FD
518,515250.SH,智能汽车ETF,富国基金,中信建投证券,股票型,20201224,,20210108,20201201,,3.6994,0.5,0.1,,1.0,0.1,,中证智能汽车主题指数收益率,L,被动指数型,契约型开放式,,20210108,20210108,E,515250.SH#FD
519,159828.SZ,医疗ETF,国泰基金,华夏银行,股票型,20201224,,20210112,20201207,,4.2144,0.5,0.1,,1.0,0.1,,中证医疗指数收益率,L,被动指数型,契约型开放式,,20210112,20210112,E,159828.SZ#FD
520,515710.SH,食品ETF,华宝基金,中国工商银行,股票型,20201224,,20210107,20201214,,8.651,0.5,0.1,,1.0,0.1,,中证细分食品饮料产业主题指数收益率,L,被动指数型,契约型开放式,,20210107,20210107,E,515710.SH#FD
521,515290.SH,银行ETF天弘,天弘基金,招商证券,股票型,20201211,,20201228,20201207,,6.0809,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20201228,20201228,E,515290.SH#FD
522,159824.SZ,新能车ETF,博时基金,华泰证券,股票型,20201210,,20210111,20201123,,6.2514,0.5,0.1,,1.0,0.1,,中证新能源汽车指数收益率,L,被动指数型,契约型开放式,,20210111,20210111,E,159824.SZ#FD
523,159827.SZ,农业50ETF,银华基金,中国建设银行,股票型,20201210,,20201218,20201123,,6.7872,0.5,0.1,,1.0,0.1,,中证农业主题指数,L,被动指数型,契约型开放式,,20201218,20201218,E,159827.SZ#FD
524,159825.SZ,农业ETF,富国基金,中国农业银行,股票型,20201210,,20201229,20201123,,15.1108,0.5,0.1,,1.0,0.1,,中证农业主题指数收益率,L,被动指数型,契约型开放式,,20201229,20201229,E,159825.SZ#FD
525,515790.SH,光伏ETF,华泰柏瑞基金,中国银行,股票型,20201207,,20201218,20201201,,17.1849,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20201218,20201218,E,515790.SH#FD
526,515120.SH,创新药ETF,广发基金,中国银行,股票型,20201203,,20210104,20201116,,16.2199,0.5,0.1,,1.0,0.1,,中证创新药产业指数,L,被动指数型,契约型开放式,,20210104,20210104,E,515120.SH#FD
527,515320.SH,电子50ETF,华安基金,中国银行,股票型,20201125,,20210108,20201102,,11.3931,0.5,0.1,,1.0,0.1,,中证电子50指数收益率,L,被动指数型,契约型开放式,,20210108,20210108,E,515320.SH#FD
528,510860.SH,兴业上证50ETF,兴业基金,中国农业银行,股票型,20201113,20211229,20210112,20201019,20220317,2.5297,0.5,0.1,,1.0,0.1,,上证50指数收益率,D,被动指数型,契约型开放式,,20210112,20210112,E,510860.SH#FD
529,513300.SH,纳斯达克ETF,华夏基金,中国工商银行,股票型,20201022,,20201105,20201014,,7.0717,0.6,0.2,,1.0,0.1,,估值汇率调整后的纳斯达克100指数收益,L,被动指数型,契约型开放式,,20201105,20201105,E,513300.SH#FD
530,501206.SH,添富创新未来LOF,汇添富基金,浦发银行,混合型,20201013,,20210121,20200925,,120.035,1.5,0.2,,1.0,0.0001,,中证800指数收益率*55%+恒生指数收益率(使用估值汇率折算)*25%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20220413,20220413,E,501206.SH#FD
531,501207.SH,华夏创新未来LOF,华夏基金,浦发银行,混合型,20201013,,20210121,20200925,,120.0315,1.5,0.2,,1.0,0.0001,,中证800指数收益率*70%+上证国债指数收益率*20%+经汇率调整的恒生指数收益率*10%,L,混合型,契约型开放式,,20220413,20220413,E,501207.SH#FD
532,501208.SH,中欧创新未来LOF,中欧基金,浦发银行,混合型,20201009,,20210121,20200925,,120.0182,1.5,0.2,,1.0,0.0001,,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20220411,20220411,E,501208.SH#FD
533,501205.SH,鹏华创新未来LOF,鹏华基金,浦发银行,混合型,20200930,,20210121,20200925,,120.0029,1.5,0.2,,1.0,0.0001,,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,20220330,20220330,E,501205.SH#FD
534,159821.SZ,BOCI创业板ETF,中银证券,中国工商银行,股票型,20200929,,20201029,20200914,,2.1792,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20201029,20201029,E,159821.SZ#FD
535,159822.SZ,新经济ETF,银华基金,中国工商银行,股票型,20200929,,20201023,20200911,,9.0223,0.25,0.1,,1.0,0.1,,标普中国新经济行业(A股上限)指数收益率,L,被动指数型,契约型开放式,,20201023,20201023,E,159822.SZ#FD
536,501203.SH,易方达创新未来,易方达基金,浦发银行,混合型,20200929,,20210121,20200925,,120.0,1.5,0.2,,1.0,0.0001,,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,20220329,20220329,E,501203.SH#FD
537,588000.SH,科创50ETF,华夏基金,招商银行,股票型,20200928,,20201116,20200922,,51.2339,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20201116,20201116,E,588000.SH#FD
538,588080.SH,科创50ETF易方达,易方达基金,中国工商银行,股票型,20200928,,20201116,20200922,,51.0559,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20201116,20201116,E,588080.SH#FD
539,511000.SH,长三角地方债ETF,招商基金,浙商银行,债券型,20200928,20210315,20201029,20200622,20210419,6.093,0.15,0.05,,1.0,0.1,,中债-0-3年长三角地方政府债指数收益率,D,被动指数型,契约型开放式,,20201029,20201029,E,511000.SH#FD
540,588050.SH,科创ETF,工银瑞信基金,中国农业银行,股票型,20200928,,20201116,20200922,,52.4263,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20201116,20201116,E,588050.SH#FD
541,588090.SH,科创板ETF,华泰柏瑞基金,中国建设银行,股票型,20200928,,20201116,20200922,,54.9874,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20201116,20201116,E,588090.SH#FD
542,159823.SZ,H股ETF基金,嘉实基金,招商银行,股票型,20200924,,20201023,20200914,,2.9636,0.15,0.05,,1.0,0.1,,恒生中国企业指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20201023,20201023,E,159823.SZ#FD
543,162720.SZ,广发创业板定开,广发基金,中国建设银行,混合型,20200924,,20210325,20200911,,8.8063,1.5,0.25,,1.0,0.0001,,创业板指数收益率*80%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20220926,20220926,E,162720.SZ#FD
544,515530.SH,中证500ETF泰康,泰康基金,招商银行,股票型,20200918,,20201109,20200824,,2.44,0.4,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20201109,20201109,E,515530.SH#FD
545,515760.SH,浙江国资ETF,华夏基金,中国农业银行,股票型,20200917,,20201012,20200610,,10.4789,0.45,0.05,,1.0,0.1,,中证浙江国资创新发展指数收益率,L,被动指数型,契约型开放式,,20201012,20201012,E,515760.SH#FD
546,510370.SH,300指数ETF,兴业基金,中信银行,股票型,20200911,,20201027,20200824,,2.1626,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20201027,20201027,E,510370.SH#FD
547,160529.SZ,创业板博时定开,博时基金,中国银行,混合型,20200903,,20210317,20200817,,5.9216,1.5,0.25,,1.0,0.001,,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20220905,20220905,E,160529.SZ#FD
548,160143.SZ,创业板定开南方,南方基金,中国农业银行,混合型,20200901,,20210317,20200814,,7.6276,1.5,0.25,,1.0,0.0001,,创业板指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20220901,20220901,E,160143.SZ#FD
549,518890.SH,中银上海金ETF,中银基金,招商银行,商品型,20200828,,20200928,20200717,,2.9529,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20200928,20200928,E,518890.SH#FD
550,502056.SH,医疗基金LOF,广发基金,北京银行,股票型,20200826,,20150731,20200826,,0.5931,0.5,0.15,,1.0,,,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200831,20200831,E,502056.SH#FD
551,168207.SZ,创业定开,中融基金,交通银行,混合型,20200821,,20210226,20200723,,3.6222,1.5,0.25,,1.0,0.0001,,创业板创新指数收益率*70%+中债综合财富指数收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,20220822,20220822,E,168207.SZ#FD
552,510760.SH,上证综指ETF,国泰基金,上海银行,股票型,20200821,,20200909,20200810,,13.135,0.5,0.1,,1.0,0.1,,上证综合指数收益率,L,被动指数型,契约型开放式,,20200909,20200909,E,510760.SH#FD
553,161914.SZ,创业板2年定开,万家基金,中国农业银行,混合型,20200814,,20210301,20200806,,15.2304,1.5,0.25,,1.0,0.001,,创业板综合指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20220815,20220815,E,161914.SZ#FD
554,515500.SH,中证长三角领先,海富通基金,中国银行,股票型,20200813,20230201,20200918,20200506,20230410,4.344,0.15,0.05,,1.0,0.1,,中证长三角领先指数收益率,D,被动指数型,契约型开放式,,20200918,20200918,E,515500.SH#FD
555,161121.SZ,银行LOF易方达,易方达基金,中国建设银行,股票型,20200807,,20200818,20200807,,3.4316,0.5,0.1,,1.0,,,中证银行指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20200807,20200807,E,161121.SZ#FD
556,159820.SZ,中证500ETF天弘,天弘基金,国泰君安,股票型,20200807,,20200824,20200720,,3.3391,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20200824,20200824,E,159820.SZ#FD
557,518860.SH,黄金ETFAU,建信基金,交通银行,商品型,20200805,,20200907,20200713,,2.62,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率,L,黄金现货合约,契约型开放式,,20200907,20200907,E,518860.SH#FD
558,159808.SZ,创业板ETF融通,融通基金,中国建设银行,股票型,20200805,,20200904,20200430,,6.7348,0.3,0.1,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20200904,20200904,E,159808.SZ#FD
559,511360.SH,短融ETF,海富通基金,兴业银行,债券型,20200803,,20200925,20200430,,5.1146,0.15,0.05,,1.0,0.1,,中证短融指数收益率,L,被动指数型,契约型开放式,,20200925,20200925,E,511360.SH#FD
560,506001.SH,万家科创板,万家基金,中国工商银行,混合型,20200803,,20210203,20200724,,12.2179,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*75%+中债综合指数收益率*25%,L,混合型,契约型开放式,,20220803,20220803,E,506001.SH#FD
561,159815.SZ,浙江100ETF,招商基金,浙商银行,股票型,20200803,20230423,20200818,20200428,20230428,2.4604,0.3,0.1,,1.0,0.1,,中证浙江100指数收益率,D,被动指数型,契约型开放式,,20200818,20200818,E,159815.SZ#FD
562,513990.SH,港股通ETF,招商基金,兴业银行,股票型,20200803,,20200818,20200428,,2.32,0.2,0.05,,1.0,0.1,,上证港股通指数收益率,L,被动指数型,契约型开放式,,20200818,20200818,E,513990.SH#FD
563,159816.SZ,0-4地债ETF,鹏华基金,兴业银行,债券型,20200730,,20200904,20200430,,24.6075,0.15,0.05,,1.0,0.1,,中证0-4年期地方政府债指数收益率,L,被动指数型,契约型开放式,,20200904,20200904,E,159816.SZ#FD
564,506005.SH,科创板博时,博时基金,中国工商银行,混合型,20200729,,20210129,20200724,,25.0968,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,,,E,506005.SH#FD
565,506003.SH,富国科创板,富国基金,招商银行,混合型,20200729,,20210129,20200724,,29.6626,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生港股通指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20220729,20220729,E,506003.SH#FD
566,506006.SH,汇添富科创板,汇添富基金,中国工商银行,混合型,20200728,,20210128,20200724,,29.7515,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20220728,20220728,E,506006.SH#FD
567,506000.SH,科创板基金,南方基金,招商银行,混合型,20200728,,20210128,20200724,,29.6703,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,,,E,506000.SH#FD
568,506002.SH,易方达科创板,易方达基金,中国建设银行,混合型,20200728,,20210128,20200724,,29.6622,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20220728,20220728,E,506002.SH#FD
569,159819.SZ,人工智能ETF,易方达基金,中国工商银行,股票型,20200727,,20200923,20200720,,61.5523,0.15,0.05,,1.0,0.1,,中证人工智能主题指数收益率,L,被动指数型,契约型开放式,,20200923,20200923,E,159819.SZ#FD
570,512350.SH,福建ETF,兴业基金,招商银行,股票型,20200727,20211224,20200910,20200420,20220317,2.1883,0.5,0.1,,1.0,0.1,,中证福建50指数收益率,D,被动指数型,契约型开放式,,20200910,20200910,E,512350.SH#FD
571,160325.SZ,华夏创业板定开,华夏基金,中国工商银行,混合型,20200724,,20210128,20200716,,26.916,1.5,0.25,,1.0,0.0001,,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,20220725,20220725,E,160325.SZ#FD
572,501201.SH,科创红土,红土创新基金,中国工商银行,混合型,20200723,,20210305,20200616,,2.3545,1.5,0.25,,1.0,0.001,,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,,,E,501201.SH#FD
573,501202.SH,科创华泰,华泰证券资管,中国银行,混合型,20200717,,20201116,20200618,,9.2827,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,,,E,501202.SH#FD
574,515260.SH,电子ETF,华宝基金,中国建设银行,股票型,20200717,,20200731,20200701,,29.1928,0.5,0.1,,1.0,0.1,,中证电子50指数收益率,L,被动指数型,契约型开放式,,20200731,20200731,E,515260.SH#FD
575,160926.SZ,创业板定开,大成基金,中国农业银行,混合型,20200716,,20210118,20200707,,24.8045,1.5,0.25,,1.0,0.0001,,创业板综合指数收益率*60%+中债综合全价指数收益率*30%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,20220718,20220718,E,160926.SZ#FD
576,515610.SH,中银中证800ETF,中银基金,中信银行,股票型,20200716,20220804,20200818,20200430,20220930,3.7786,0.45,0.05,,1.0,0.1,,中证800指数收益率,D,被动指数型,契约型开放式,,20200818,20200818,E,515610.SH#FD
577,166027.SZ,中欧创业定开,中欧基金,中国建设银行,混合型,20200716,,20210129,20200707,,16.903,1.5,0.25,,1.0,0.0001,,创业板指数收益率*70%+中证短债指数收益率*20%+中证港股通指数收益率*10%,L,混合型,契约型开放式,,20220718,20220718,E,166027.SZ#FD
578,161040.SZ,创业富国定开,富国基金,中国农业银行,混合型,20200714,,20210128,20200707,,28.9092,1.5,0.25,,1.0,0.001,,创业板指数收益率*55%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,,20220714,20220714,E,161040.SZ#FD
579,159999.SZ,永赢中证500ETF,永赢基金,中国银行,股票型,20200714,20230313,20200812,20200608,20230320,3.4234,0.15,0.05,,1.0,0.1,,中证500指数收益率,D,被动指数型,契约型开放式,,20200812,20200812,E,159999.SZ#FD
580,511180.SH,上证可转债ETF,海富通基金,中信证券,债券型,20200713,,20200826,20200508,,6.026,0.25,0.05,,1.0,0.1,,上证投资级可转债及可交换债券指数收益率,L,被动指数型,契约型开放式,,20200826,20200826,E,511180.SH#FD
581,518600.SH,上海金ETF,广发基金,招商银行,商品型,20200708,,20200805,20200618,,6.0706,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20200805,20200805,E,518600.SH#FD
582,518680.SH,金ETF,富国基金,浦发银行,商品型,20200706,,20200728,20200611,,3.5589,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,L,黄金现货合约,契约型开放式,,20200728,20200728,E,518680.SH#FD
583,510570.SH,兴业中证500ETF,兴业基金,中国银行,股票型,20200630,,20200812,20200506,,2.1806,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20200812,20200812,E,510570.SH#FD
584,515560.SH,证券ETF建信,建信基金,中信证券,股票型,20200629,,20200720,20200428,,29.7788,0.2,0.05,,1.0,0.1,,中证全指证券公司指数,L,被动指数型,契约型开放式,,20200720,20200720,E,515560.SH#FD
585,512320.SH,工银MSCI中国ETF,工银瑞信基金,中信建投证券,股票型,20200629,,20200807,20200601,,6.5904,0.5,0.1,,1.0,0.1,,MSCI中国A股人民币指数收益率,L,被动指数型,契约型开放式,,20200807,20200807,E,512320.SH#FD
586,159814.SZ,创业大盘ETF,西部利得基金,中国农业银行,股票型,20200619,,20200717,20200525,,4.084,0.5,0.1,,1.0,0.1,,创业板大盘指数收益率,L,被动指数型,契约型开放式,,20200717,20200717,E,159814.SZ#FD
587,511050.SH,地方债ETF,兴业基金,中国银行,债券型,20200618,20210610,20200730,20200316,20210831,4.0155,0.25,0.1,,1.0,0.1,,上证1-5年期地方政府债指数收益率,D,被动指数型,契约型开放式,,20200730,20200730,E,511050.SH#FD
588,159810.SZ,浦银创业板ETF,浦银安盛基金,中国工商银行,股票型,20200612,,20200710,20200319,,2.6648,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20200710,20200710,E,159810.SZ#FD
589,515830.SH,工银中证800ETF,工银瑞信基金,兴业银行,股票型,20200601,20220331,20200717,20200327,20220615,3.9108,0.45,0.07,,1.0,0.1,,中证800指数收益率,D,被动指数型,契约型开放式,,20200717,20200717,E,515830.SH#FD
590,513080.SH,法国CAC40ETF,华安基金,中国银行,股票型,20200529,,20200612,20200330,,2.5692,0.5,0.15,,1.0,0.1,,法国CAC40指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20200612,20200612,E,513080.SH#FD
591,515100.SH,红利100ETF,景顺长城基金,交通银行,股票型,20200522,,20200703,20200427,,12.7694,0.5,0.1,,1.0,0.1,,中证红利低波动100指数收益率,L,被动指数型,契约型开放式,,20200703,20200703,E,515100.SH#FD
592,501200.SH,科创加银IOF,民生加银基金,招商银行,混合型,20200515,,20201221,20200317,,3.2491,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生互联网科技业指数收益率*10%,L,混合型,契约型开放式,,20230515,20230515,E,501200.SH#FD
593,515770.SH,摩根MSCIAETF,摩根基金,平安银行,股票型,20200513,,20200619,20200413,,7.4473,0.15,0.05,,1.0,0.1,,MSCI中国A股人民币指数收益率,L,被动指数型,契约型开放式,,20200619,20200619,E,515770.SH#FD
594,515820.SH,A800ETF,富国基金,中国工商银行,股票型,20200513,20220929,20200529,20200327,20230322,2.4853,0.15,0.05,,1.0,0.1,,中证800指数收益率,D,被动指数型,契约型开放式,,20200529,20200529,E,515820.SH#FD
595,510690.SH,兴业金融ETF,兴业基金,招商银行,股票型,20200508,20211217,20200622,20200302,20220303,2.9584,0.5,0.1,,1.0,0.1,,上证180金融股指数收益率,D,被动指数型,契约型开放式,,20200622,20200622,E,510690.SH#FD
596,159809.SZ,大湾区ETF基金,博时基金,招商银行,股票型,20200430,20211014,20200521,20200330,20211021,3.9117,0.15,0.05,,1.0,0.1,,恒生沪深港通大湾区综合指数收益率,D,被动指数型,契约型开放式,,20200521,20200521,E,159809.SZ#FD
597,167508.SZ,安信价值发现定开,安信基金,中国工商银行,混合型,20200430,,20200608,20200401,,4.0178,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+中债总指数(全价)收益率*25%+恒生指数收益率*5%,L,混合型,契约型开放式,,20220505,20220505,E,167508.SZ#FD
